Id,Expected
0_15_89,6.809999999999999432e+01
0_15_90,6.609999999999999432e+01
0_15_91,6.150000000000000000e+01
0_15_92,6.379999999999999716e+01
0_15_93,6.620000000000000284e+01
0_15_94,7.179999999999999716e+01
0_15_95,6.750000000000000000e+01
0_15_96,6.879999999999999716e+01
0_15_97,6.500000000000000000e+01
0_15_98,6.500000000000000000e+01
0_15_99,6.509999999999999432e+01
0_15_100,6.659999999999999432e+01
0_15_101,6.490000000000000568e+01
0_15_102,7.150000000000000000e+01
0_15_103,6.509999999999999432e+01
0_15_104,7.009999999999999432e+01
0_15_105,6.429999999999999716e+01
0_15_106,6.700000000000000000e+01
0_15_107,6.229999999999999716e+01
0_15_108,6.900000000000000000e+01
0_15_109,6.429999999999999716e+01
0_15_110,6.579999999999999716e+01
0_15_111,6.629999999999999716e+01
0_15_112,7.050000000000000000e+01
0_15_113,6.700000000000000000e+01
0_15_114,6.690000000000000568e+01
0_15_115,6.720000000000000284e+01
0_15_116,6.740000000000000568e+01
0_15_117,6.790000000000000568e+01
0_15_118,6.659999999999999432e+01
0_15_119,6.679999999999999716e+01
0_15_120,6.800000000000000000e+01
0_15_121,6.850000000000000000e+01
0_15_122,7.179999999999999716e+01
0_15_123,6.640000000000000568e+01
0_15_124,6.700000000000000000e+01
0_15_125,6.820000000000000284e+01
0_15_126,7.150000000000000000e+01
0_15_127,7.090000000000000568e+01
0_15_128,6.490000000000000568e+01
0_15_129,6.170000000000000284e+01
0_15_130,6.609999999999999432e+01
0_15_131,6.540000000000000568e+01
0_15_132,6.959999999999999432e+01
0_15_133,6.550000000000000000e+01
0_15_134,6.479999999999999716e+01
0_15_135,6.770000000000000284e+01
0_15_136,6.970000000000000284e+01
0_15_137,6.809999999999999432e+01
0_15_138,6.429999999999999716e+01
0_15_139,6.329999999999999716e+01
0_15_140,7.079999999999999716e+01
0_15_141,7.059999999999999432e+01
0_15_142,6.890000000000000568e+01
0_15_143,6.129999999999999716e+01
0_15_144,6.329999999999999716e+01
0_15_145,6.429999999999999716e+01
0_15_146,6.720000000000000284e+01
0_15_147,6.679999999999999716e+01
0_15_148,6.420000000000000284e+01
0_15_149,6.990000000000000568e+01
0_15_150,6.850000000000000000e+01
0_15_151,6.959999999999999432e+01
0_15_152,7.220000000000000284e+01
0_15_153,6.529999999999999716e+01
0_15_154,6.500000000000000000e+01
0_15_155,6.500000000000000000e+01
0_15_156,6.559999999999999432e+01
0_15_157,7.220000000000000284e+01
0_15_158,6.490000000000000568e+01
0_15_159,6.529999999999999716e+01
0_15_160,6.829999999999999716e+01
0_15_161,6.940000000000000568e+01
0_15_162,6.490000000000000568e+01
0_15_163,6.829999999999999716e+01
0_15_164,6.500000000000000000e+01
0_15_165,6.500000000000000000e+01
0_15_166,6.509999999999999432e+01
0_15_167,7.029999999999999716e+01
0_15_168,6.490000000000000568e+01
0_15_169,6.709999999999999432e+01
0_15_170,6.579999999999999716e+01
0_15_171,3.979999999999999716e+01
0_15_172,7.129999999999999716e+01
0_15_173,6.900000000000000000e+01
0_15_174,6.879999999999999716e+01
0_15_175,7.059999999999999432e+01
0_15_176,6.509999999999999432e+01
0_15_177,6.800000000000000000e+01
0_15_178,6.500000000000000000e+01
0_15_179,6.509999999999999432e+01
0_15_180,6.339999999999999858e+01
0_15_181,6.490000000000000568e+01
0_15_182,6.509999999999999432e+01
0_15_183,6.370000000000000284e+01
0_15_184,6.870000000000000284e+01
0_15_185,6.490000000000000568e+01
0_15_186,6.490000000000000568e+01
0_15_187,6.790000000000000568e+01
0_15_188,6.500000000000000000e+01
0_15_189,6.909999999999999432e+01
0_15_190,7.070000000000000284e+01
0_15_191,6.490000000000000568e+01
0_15_192,6.709999999999999432e+01
0_15_193,6.350000000000000000e+01
0_15_194,7.229999999999999716e+01
0_15_195,6.650000000000000000e+01
0_15_196,7.440000000000000568e+01
0_15_197,6.900000000000000000e+01
0_15_198,6.870000000000000284e+01
0_15_199,7.020000000000000284e+01
0_15_200,6.479999999999999716e+01
0_15_201,2.400000000000000000e+01
0_15_202,6.509999999999999432e+01
0_15_203,6.500000000000000000e+01
0_15_204,6.940000000000000568e+01
0_15_205,6.640000000000000568e+01
0_15_206,6.509999999999999432e+01
0_15_207,7.050000000000000000e+01
0_15_208,6.820000000000000284e+01
0_15_209,6.179999999999999716e+01
0_15_210,7.120000000000000284e+01
0_15_211,6.570000000000000284e+01
0_15_212,6.500000000000000000e+01
0_15_213,6.500000000000000000e+01
0_15_214,6.890000000000000568e+01
0_15_215,6.440000000000000568e+01
0_15_216,7.129999999999999716e+01
0_15_217,6.620000000000000284e+01
0_15_218,6.800000000000000000e+01
0_15_219,6.590000000000000568e+01
0_15_220,6.509999999999999432e+01
0_15_221,6.350000000000000000e+01
0_15_222,6.709999999999999432e+01
0_15_223,6.339999999999999858e+01
0_15_224,6.360000000000000142e+01
0_15_225,6.740000000000000568e+01
0_15_226,6.700000000000000000e+01
0_15_227,7.070000000000000284e+01
0_30_0,7.029999999999999716e+01
0_30_1,6.490000000000000568e+01
0_30_2,6.790000000000000568e+01
0_30_3,5.679999999999999716e+01
0_30_4,7.229999999999999716e+01
0_30_5,6.740000000000000568e+01
0_30_6,6.339999999999999858e+01
0_30_7,6.179999999999999716e+01
0_30_8,6.250000000000000000e+01
0_30_9,1.619999999999999929e+01
0_30_10,6.200000000000000000e+01
0_30_11,6.609999999999999432e+01
0_30_12,6.479999999999999716e+01
0_30_13,7.050000000000000000e+01
0_30_14,6.120000000000000284e+01
0_30_15,6.360000000000000142e+01
0_30_16,6.509999999999999432e+01
0_30_17,6.459999999999999432e+01
0_30_18,6.970000000000000284e+01
0_30_19,6.850000000000000000e+01
0_30_20,6.050000000000000000e+01
0_30_21,6.389999999999999858e+01
0_30_22,6.709999999999999432e+01
0_30_23,6.479999999999999716e+01
0_30_24,6.609999999999999432e+01
0_30_25,6.490000000000000568e+01
0_30_26,6.870000000000000284e+01
0_30_27,6.490000000000000568e+01
0_30_28,6.379999999999999716e+01
0_30_29,6.179999999999999716e+01
0_30_30,6.540000000000000568e+01
0_30_31,6.809999999999999432e+01
0_30_32,6.490000000000000568e+01
0_30_33,6.959999999999999432e+01
0_30_34,6.479999999999999716e+01
0_30_35,6.520000000000000284e+01
0_30_36,5.770000000000000284e+01
0_30_37,6.479999999999999716e+01
0_30_38,6.709999999999999432e+01
0_30_39,7.009999999999999432e+01
0_30_40,6.609999999999999432e+01
0_30_41,6.740000000000000568e+01
0_30_42,6.820000000000000284e+01
0_30_43,6.500000000000000000e+01
0_30_44,6.010000000000000142e+01
0_30_45,6.750000000000000000e+01
0_30_46,6.520000000000000284e+01
0_30_47,6.890000000000000568e+01
0_30_48,6.640000000000000568e+01
0_30_49,6.720000000000000284e+01
0_30_50,6.500000000000000000e+01
0_30_51,6.470000000000000284e+01
0_30_52,6.329999999999999716e+01
0_30_53,6.470000000000000284e+01
0_30_54,6.509999999999999432e+01
0_30_55,6.909999999999999432e+01
0_30_56,6.389999999999999858e+01
0_30_57,7.020000000000000284e+01
0_30_58,6.970000000000000284e+01
0_30_59,6.850000000000000000e+01
0_30_60,6.720000000000000284e+01
0_30_61,6.500000000000000000e+01
0_30_62,6.500000000000000000e+01
0_30_63,6.070000000000000284e+01
0_30_64,6.509999999999999432e+01
0_30_65,6.459999999999999432e+01
0_30_66,6.400000000000000000e+01
0_30_67,6.900000000000000000e+01
0_30_68,6.490000000000000568e+01
0_30_69,6.729999999999999716e+01
0_30_70,6.459999999999999432e+01
0_30_71,7.179999999999999716e+01
0_30_72,6.490000000000000568e+01
0_30_73,6.329999999999999716e+01
0_30_74,6.490000000000000568e+01
0_30_75,6.709999999999999432e+01
0_30_76,6.379999999999999716e+01
0_30_77,6.870000000000000284e+01
0_30_78,6.540000000000000568e+01
0_30_79,6.500000000000000000e+01
0_30_80,6.600000000000000000e+01
0_30_81,6.570000000000000284e+01
0_30_82,6.570000000000000284e+01
0_30_83,6.679999999999999716e+01
0_30_84,6.700000000000000000e+01
0_30_85,7.220000000000000284e+01
0_30_86,7.040000000000000568e+01
0_30_87,7.050000000000000000e+01
0_30_88,6.490000000000000568e+01
0_30_89,6.809999999999999432e+01
0_30_90,6.609999999999999432e+01
0_30_91,6.150000000000000000e+01
0_30_92,6.379999999999999716e+01
0_30_93,6.620000000000000284e+01
0_30_94,7.179999999999999716e+01
0_30_95,6.750000000000000000e+01
0_30_96,6.879999999999999716e+01
0_30_97,6.500000000000000000e+01
0_30_98,6.500000000000000000e+01
0_30_99,6.509999999999999432e+01
0_30_100,6.659999999999999432e+01
0_30_101,6.490000000000000568e+01
0_30_102,7.150000000000000000e+01
0_30_103,6.509999999999999432e+01
0_30_104,7.009999999999999432e+01
0_30_105,6.429999999999999716e+01
0_30_106,6.700000000000000000e+01
0_30_107,6.229999999999999716e+01
0_30_108,6.900000000000000000e+01
0_30_109,6.429999999999999716e+01
0_30_110,6.579999999999999716e+01
0_30_111,6.629999999999999716e+01
0_30_112,7.050000000000000000e+01
0_30_113,6.700000000000000000e+01
0_30_114,6.690000000000000568e+01
0_30_115,6.720000000000000284e+01
0_30_116,6.740000000000000568e+01
0_30_117,6.790000000000000568e+01
0_30_118,6.659999999999999432e+01
0_30_119,6.679999999999999716e+01
0_30_120,6.800000000000000000e+01
0_30_121,6.850000000000000000e+01
0_30_122,7.179999999999999716e+01
0_30_123,6.640000000000000568e+01
0_30_124,6.700000000000000000e+01
0_30_125,6.820000000000000284e+01
0_30_126,7.150000000000000000e+01
0_30_127,7.090000000000000568e+01
0_30_128,6.490000000000000568e+01
0_30_129,6.170000000000000284e+01
0_30_130,6.609999999999999432e+01
0_30_131,6.540000000000000568e+01
0_30_132,6.959999999999999432e+01
0_30_133,6.550000000000000000e+01
0_30_134,6.479999999999999716e+01
0_30_135,6.770000000000000284e+01
0_30_136,6.970000000000000284e+01
0_30_137,6.809999999999999432e+01
0_30_138,6.429999999999999716e+01
0_30_139,6.329999999999999716e+01
0_30_140,7.079999999999999716e+01
0_30_141,7.059999999999999432e+01
0_30_142,6.890000000000000568e+01
0_30_143,6.129999999999999716e+01
0_30_144,6.329999999999999716e+01
0_30_145,6.429999999999999716e+01
0_30_146,6.720000000000000284e+01
0_30_147,6.679999999999999716e+01
0_30_148,6.420000000000000284e+01
0_30_149,6.990000000000000568e+01
0_30_150,6.850000000000000000e+01
0_30_151,6.959999999999999432e+01
0_30_152,7.220000000000000284e+01
0_30_153,6.529999999999999716e+01
0_30_154,6.500000000000000000e+01
0_30_155,6.500000000000000000e+01
0_30_156,6.559999999999999432e+01
0_30_157,7.220000000000000284e+01
0_30_158,6.490000000000000568e+01
0_30_159,6.529999999999999716e+01
0_30_160,6.829999999999999716e+01
0_30_161,6.940000000000000568e+01
0_30_162,6.490000000000000568e+01
0_30_163,6.829999999999999716e+01
0_30_164,6.500000000000000000e+01
0_30_165,6.500000000000000000e+01
0_30_166,6.509999999999999432e+01
0_30_167,7.029999999999999716e+01
0_30_168,6.490000000000000568e+01
0_30_169,6.709999999999999432e+01
0_30_170,6.579999999999999716e+01
0_30_171,3.979999999999999716e+01
0_30_172,7.129999999999999716e+01
0_30_173,6.900000000000000000e+01
0_30_174,6.879999999999999716e+01
0_30_175,7.059999999999999432e+01
0_30_176,6.509999999999999432e+01
0_30_177,6.800000000000000000e+01
0_30_178,6.500000000000000000e+01
0_30_179,6.509999999999999432e+01
0_30_180,6.339999999999999858e+01
0_30_181,6.490000000000000568e+01
0_30_182,6.509999999999999432e+01
0_30_183,6.370000000000000284e+01
0_30_184,6.870000000000000284e+01
0_30_185,6.490000000000000568e+01
0_30_186,6.490000000000000568e+01
0_30_187,6.790000000000000568e+01
0_30_188,6.500000000000000000e+01
0_30_189,6.909999999999999432e+01
0_30_190,7.070000000000000284e+01
0_30_191,6.490000000000000568e+01
0_30_192,6.709999999999999432e+01
0_30_193,6.350000000000000000e+01
0_30_194,7.229999999999999716e+01
0_30_195,6.650000000000000000e+01
0_30_196,7.440000000000000568e+01
0_30_197,6.900000000000000000e+01
0_30_198,6.870000000000000284e+01
0_30_199,7.020000000000000284e+01
0_30_200,6.479999999999999716e+01
0_30_201,2.400000000000000000e+01
0_30_202,6.509999999999999432e+01
0_30_203,6.500000000000000000e+01
0_30_204,6.940000000000000568e+01
0_30_205,6.640000000000000568e+01
0_30_206,6.509999999999999432e+01
0_30_207,7.050000000000000000e+01
0_30_208,6.820000000000000284e+01
0_30_209,6.179999999999999716e+01
0_30_210,7.120000000000000284e+01
0_30_211,6.570000000000000284e+01
0_30_212,6.500000000000000000e+01
0_30_213,6.500000000000000000e+01
0_30_214,6.890000000000000568e+01
0_30_215,6.440000000000000568e+01
0_30_216,7.129999999999999716e+01
0_30_217,6.620000000000000284e+01
0_30_218,6.800000000000000000e+01
0_30_219,6.590000000000000568e+01
0_30_220,6.509999999999999432e+01
0_30_221,6.350000000000000000e+01
0_30_222,6.709999999999999432e+01
0_30_223,6.339999999999999858e+01
0_30_224,6.360000000000000142e+01
0_30_225,6.740000000000000568e+01
0_30_226,6.700000000000000000e+01
0_30_227,7.070000000000000284e+01
0_45_0,7.029999999999999716e+01
0_45_1,6.490000000000000568e+01
0_45_2,6.790000000000000568e+01
0_45_3,5.679999999999999716e+01
0_45_4,7.229999999999999716e+01
0_45_5,6.740000000000000568e+01
0_45_6,6.339999999999999858e+01
0_45_7,6.179999999999999716e+01
0_45_8,6.250000000000000000e+01
0_45_9,1.619999999999999929e+01
0_45_10,6.200000000000000000e+01
0_45_11,6.609999999999999432e+01
0_45_12,6.479999999999999716e+01
0_45_13,7.050000000000000000e+01
0_45_14,6.120000000000000284e+01
0_45_15,6.360000000000000142e+01
0_45_16,6.509999999999999432e+01
0_45_17,6.459999999999999432e+01
0_45_18,6.970000000000000284e+01
0_45_19,6.850000000000000000e+01
0_45_20,6.050000000000000000e+01
0_45_21,6.389999999999999858e+01
0_45_22,6.709999999999999432e+01
0_45_23,6.479999999999999716e+01
0_45_24,6.609999999999999432e+01
0_45_25,6.490000000000000568e+01
0_45_26,6.870000000000000284e+01
0_45_27,6.490000000000000568e+01
0_45_28,6.379999999999999716e+01
0_45_29,6.179999999999999716e+01
0_45_30,6.540000000000000568e+01
0_45_31,6.809999999999999432e+01
0_45_32,6.490000000000000568e+01
0_45_33,6.959999999999999432e+01
0_45_34,6.479999999999999716e+01
0_45_35,6.520000000000000284e+01
0_45_36,5.770000000000000284e+01
0_45_37,6.479999999999999716e+01
0_45_38,6.709999999999999432e+01
0_45_39,7.009999999999999432e+01
0_45_40,6.609999999999999432e+01
0_45_41,6.740000000000000568e+01
0_45_42,6.820000000000000284e+01
0_45_43,6.500000000000000000e+01
0_45_44,6.010000000000000142e+01
0_45_45,6.750000000000000000e+01
0_45_46,6.520000000000000284e+01
0_45_47,6.890000000000000568e+01
0_45_48,6.640000000000000568e+01
0_45_49,6.720000000000000284e+01
0_45_50,6.500000000000000000e+01
0_45_51,6.470000000000000284e+01
0_45_52,6.329999999999999716e+01
0_45_53,6.470000000000000284e+01
0_45_54,6.509999999999999432e+01
0_45_55,6.909999999999999432e+01
0_45_56,6.389999999999999858e+01
0_45_57,7.020000000000000284e+01
0_45_58,6.970000000000000284e+01
0_45_59,6.850000000000000000e+01
0_45_60,6.720000000000000284e+01
0_45_61,6.500000000000000000e+01
0_45_62,6.500000000000000000e+01
0_45_63,6.070000000000000284e+01
0_45_64,6.509999999999999432e+01
0_45_65,6.459999999999999432e+01
0_45_66,6.400000000000000000e+01
0_45_67,6.900000000000000000e+01
0_45_68,6.490000000000000568e+01
0_45_69,6.729999999999999716e+01
0_45_70,6.459999999999999432e+01
0_45_71,7.179999999999999716e+01
0_45_72,6.490000000000000568e+01
0_45_73,6.329999999999999716e+01
0_45_74,6.490000000000000568e+01
0_45_75,6.709999999999999432e+01
0_45_76,6.379999999999999716e+01
0_45_77,6.870000000000000284e+01
0_45_78,6.540000000000000568e+01
0_45_79,6.500000000000000000e+01
0_45_80,6.600000000000000000e+01
0_45_81,6.570000000000000284e+01
0_45_82,6.570000000000000284e+01
0_45_83,6.679999999999999716e+01
0_45_84,6.700000000000000000e+01
0_45_85,7.220000000000000284e+01
0_45_86,7.040000000000000568e+01
0_45_87,7.050000000000000000e+01
0_45_88,6.490000000000000568e+01
0_45_89,6.809999999999999432e+01
0_45_90,6.609999999999999432e+01
0_45_91,6.150000000000000000e+01
0_45_92,6.379999999999999716e+01
0_45_93,6.620000000000000284e+01
0_45_94,7.179999999999999716e+01
0_45_95,6.750000000000000000e+01
0_45_96,6.879999999999999716e+01
0_45_97,6.500000000000000000e+01
0_45_98,6.500000000000000000e+01
0_45_99,6.509999999999999432e+01
0_45_100,6.659999999999999432e+01
0_45_101,6.490000000000000568e+01
0_45_102,7.150000000000000000e+01
0_45_103,6.509999999999999432e+01
0_45_104,7.009999999999999432e+01
0_45_105,6.429999999999999716e+01
0_45_106,6.700000000000000000e+01
0_45_107,6.229999999999999716e+01
0_45_108,6.900000000000000000e+01
0_45_109,6.429999999999999716e+01
0_45_110,6.579999999999999716e+01
0_45_111,6.629999999999999716e+01
0_45_112,7.050000000000000000e+01
0_45_113,6.700000000000000000e+01
0_45_114,6.690000000000000568e+01
0_45_115,6.720000000000000284e+01
0_45_116,6.740000000000000568e+01
0_45_117,6.790000000000000568e+01
0_45_118,6.659999999999999432e+01
0_45_119,6.679999999999999716e+01
0_45_120,6.800000000000000000e+01
0_45_121,6.850000000000000000e+01
0_45_122,7.179999999999999716e+01
0_45_123,6.640000000000000568e+01
0_45_124,6.700000000000000000e+01
0_45_125,6.820000000000000284e+01
0_45_126,7.150000000000000000e+01
0_45_127,7.090000000000000568e+01
0_45_128,6.490000000000000568e+01
0_45_129,6.170000000000000284e+01
0_45_130,6.609999999999999432e+01
0_45_131,6.540000000000000568e+01
0_45_132,6.959999999999999432e+01
0_45_133,6.550000000000000000e+01
0_45_134,6.479999999999999716e+01
0_45_135,6.770000000000000284e+01
0_45_136,6.970000000000000284e+01
0_45_137,6.809999999999999432e+01
0_45_138,6.429999999999999716e+01
0_45_139,6.329999999999999716e+01
0_45_140,7.079999999999999716e+01
0_45_141,7.059999999999999432e+01
0_45_142,6.890000000000000568e+01
0_45_143,6.129999999999999716e+01
0_45_144,6.329999999999999716e+01
0_45_145,6.429999999999999716e+01
0_45_146,6.720000000000000284e+01
0_45_147,6.679999999999999716e+01
0_45_148,6.420000000000000284e+01
0_45_149,6.990000000000000568e+01
0_45_150,6.850000000000000000e+01
0_45_151,6.959999999999999432e+01
0_45_152,7.220000000000000284e+01
0_45_153,6.529999999999999716e+01
0_45_154,6.500000000000000000e+01
0_45_155,6.500000000000000000e+01
0_45_156,6.559999999999999432e+01
0_45_157,7.220000000000000284e+01
0_45_158,6.490000000000000568e+01
0_45_159,6.529999999999999716e+01
0_45_160,6.829999999999999716e+01
0_45_161,6.940000000000000568e+01
0_45_162,6.490000000000000568e+01
0_45_163,6.829999999999999716e+01
0_45_164,6.500000000000000000e+01
0_45_165,6.500000000000000000e+01
0_45_166,6.509999999999999432e+01
0_45_167,7.029999999999999716e+01
0_45_168,6.490000000000000568e+01
0_45_169,6.709999999999999432e+01
0_45_170,6.579999999999999716e+01
0_45_171,3.979999999999999716e+01
0_45_172,7.129999999999999716e+01
0_45_173,6.900000000000000000e+01
0_45_174,6.879999999999999716e+01
0_45_175,7.059999999999999432e+01
0_45_176,6.509999999999999432e+01
0_45_177,6.800000000000000000e+01
0_45_178,6.500000000000000000e+01
0_45_179,6.509999999999999432e+01
0_45_180,6.339999999999999858e+01
0_45_181,6.490000000000000568e+01
0_45_182,6.509999999999999432e+01
0_45_183,6.370000000000000284e+01
0_45_184,6.870000000000000284e+01
0_45_185,6.490000000000000568e+01
0_45_186,6.490000000000000568e+01
0_45_187,6.790000000000000568e+01
0_45_188,6.500000000000000000e+01
0_45_189,6.909999999999999432e+01
0_45_190,7.070000000000000284e+01
0_45_191,6.490000000000000568e+01
0_45_192,6.709999999999999432e+01
0_45_193,6.350000000000000000e+01
0_45_194,7.229999999999999716e+01
0_45_195,6.650000000000000000e+01
0_45_196,7.440000000000000568e+01
0_45_197,6.900000000000000000e+01
0_45_198,6.870000000000000284e+01
0_45_199,7.020000000000000284e+01
0_45_200,6.479999999999999716e+01
0_45_201,2.400000000000000000e+01
0_45_202,6.509999999999999432e+01
0_45_203,6.500000000000000000e+01
0_45_204,6.940000000000000568e+01
0_45_205,6.640000000000000568e+01
0_45_206,6.509999999999999432e+01
0_45_207,7.050000000000000000e+01
0_45_208,6.820000000000000284e+01
0_45_209,6.179999999999999716e+01
0_45_210,7.120000000000000284e+01
0_45_211,6.570000000000000284e+01
0_45_212,6.500000000000000000e+01
0_45_213,6.500000000000000000e+01
0_45_214,6.890000000000000568e+01
0_45_215,6.440000000000000568e+01
0_45_216,7.129999999999999716e+01
0_45_217,6.620000000000000284e+01
0_45_218,6.800000000000000000e+01
0_45_219,6.590000000000000568e+01
0_45_220,6.509999999999999432e+01
0_45_221,6.350000000000000000e+01
0_45_222,6.709999999999999432e+01
0_45_223,6.339999999999999858e+01
0_45_224,6.360000000000000142e+01
0_45_225,6.740000000000000568e+01
0_45_226,6.700000000000000000e+01
0_45_227,7.070000000000000284e+01
1_15_0,7.179999999999999716e+01
1_15_1,5.989999999999999858e+01
1_15_2,6.590000000000000568e+01
1_15_3,6.289999999999999858e+01
1_15_4,7.309999999999999432e+01
1_15_5,6.260000000000000142e+01
1_15_6,5.900000000000000000e+01
1_15_7,6.010000000000000142e+01
1_15_8,6.179999999999999716e+01
1_15_9,6.300000000000000000e+01
1_15_10,5.679999999999999716e+01
1_15_11,6.379999999999999716e+01
1_15_12,6.350000000000000000e+01
1_15_13,6.620000000000000284e+01
1_15_14,6.370000000000000284e+01
1_15_15,6.020000000000000284e+01
1_15_16,6.520000000000000284e+01
1_15_17,6.470000000000000284e+01
1_15_18,7.020000000000000284e+01
1_15_19,6.490000000000000568e+01
1_15_20,6.160000000000000142e+01
1_15_21,6.379999999999999716e+01
1_15_22,6.529999999999999716e+01
1_15_23,6.509999999999999432e+01
1_15_24,6.729999999999999716e+01
1_15_25,6.509999999999999432e+01
1_15_26,6.850000000000000000e+01
1_15_27,6.509999999999999432e+01
1_15_28,5.660000000000000142e+01
1_15_29,6.070000000000000284e+01
1_15_30,6.370000000000000284e+01
1_15_31,6.450000000000000000e+01
1_15_32,6.459999999999999432e+01
1_15_33,6.850000000000000000e+01
1_15_34,6.459999999999999432e+01
1_15_35,6.479999999999999716e+01
1_15_36,5.070000000000000284e+01
1_15_37,6.509999999999999432e+01
1_15_38,6.420000000000000284e+01
1_15_39,7.120000000000000284e+01
1_15_40,6.160000000000000142e+01
1_15_41,6.829999999999999716e+01
1_15_42,6.609999999999999432e+01
1_15_43,6.500000000000000000e+01
1_15_44,6.070000000000000284e+01
1_15_45,6.329999999999999716e+01
1_15_46,6.300000000000000000e+01
1_15_47,6.840000000000000568e+01
1_15_48,6.470000000000000284e+01
1_15_49,6.759999999999999432e+01
1_15_50,6.479999999999999716e+01
1_15_51,6.570000000000000284e+01
1_15_52,6.420000000000000284e+01
1_15_53,6.500000000000000000e+01
1_15_54,6.509999999999999432e+01
1_15_55,6.729999999999999716e+01
1_15_56,6.490000000000000568e+01
1_15_57,6.929999999999999716e+01
1_15_58,6.700000000000000000e+01
1_15_59,6.740000000000000568e+01
1_15_60,6.740000000000000568e+01
1_15_61,6.490000000000000568e+01
1_15_62,6.459999999999999432e+01
1_15_63,6.039999999999999858e+01
1_15_64,6.509999999999999432e+01
1_15_65,6.470000000000000284e+01
1_15_66,6.200000000000000000e+01
1_15_67,6.900000000000000000e+01
1_15_68,6.500000000000000000e+01
1_15_69,6.620000000000000284e+01
1_15_70,6.500000000000000000e+01
1_15_71,6.900000000000000000e+01
1_15_72,6.470000000000000284e+01
1_15_73,6.129999999999999716e+01
1_15_74,6.479999999999999716e+01
1_15_75,6.700000000000000000e+01
1_15_76,6.300000000000000000e+01
1_15_77,6.859999999999999432e+01
1_15_78,6.509999999999999432e+01
1_15_79,6.490000000000000568e+01
1_15_80,6.550000000000000000e+01
1_15_81,6.529999999999999716e+01
1_15_82,6.750000000000000000e+01
1_15_83,6.670000000000000284e+01
1_15_84,6.509999999999999432e+01
1_15_85,6.959999999999999432e+01
1_15_86,6.840000000000000568e+01
1_15_87,7.009999999999999432e+01
1_15_88,6.509999999999999432e+01
1_15_89,6.790000000000000568e+01
1_15_90,6.450000000000000000e+01
1_15_91,5.579999999999999716e+01
1_15_92,6.479999999999999716e+01
